year;state;month;number
2003;Maranhao;2;11
2004;Maranhao;2;22
2005;Maranhao;2;56
2006;Maranhao;2;22
2007;Maranhao;2;13
2008;Maranhao;2;45
2009;Maranhao;2;20
2010;Maranhao;2;93
2011;Maranhao;2;9
2012;Maranhao;2;46
2013;Maranhao;2;62
2014;Maranhao;2;29
2015;Maranhao;2;95
2016;Maranhao;2;318
2017;Maranhao;2;47
1998;Maranhao;3;0
1999;Maranhao;3;17
2000;Maranhao;3;6
2001;Maranhao;3;0
2002;Maranhao;3;16
2003;Maranhao;3;16
2004;Maranhao;3;18
2005;Maranhao;3;9
2006;Maranhao;3;14
2007;Maranhao;3;52
2008;Maranhao;3;4
2009;Maranhao;3;33
2010;Maranhao;3;82
2011;Maranhao;3;22
2012;Maranhao;3;49
2013;Maranhao;3;30
2014;Maranhao;3;59
2015;Maranhao;3;53
2016;Maranhao;3;113
2017;Maranhao;3;32
1998;Maranhao;4;0
1999;Maranhao;4;4
2000;Maranhao;4;6
2001;Maranhao;4;2
2002;Maranhao;4;28
2003;Maranhao;4;79
2004;Maranhao;4;44
2005;Maranhao;4;43
2006;Maranhao;4;9
2007;Maranhao;4;5
2008;Maranhao;4;26
2009;Maranhao;4;14
2010;Maranhao;4;128
2011;Maranhao;4;37
2012;Maranhao;4;97
2013;Maranhao;4;62
2014;Maranhao;4;78
2015;Maranhao;4;119
2016;Maranhao;4;113
2017;Maranhao;4;91
1998;Maranhao;5;0
1999;Maranhao;5;3
2000;Maranhao;5;28
2001;Maranhao;5;21
2002;Maranhao;5;71
2003;Maranhao;5;60
2004;Maranhao;5;145
2005;Maranhao;5;74
2006;Maranhao;5;5
2007;Maranhao;5;73
2008;Maranhao;5;26
2009;Maranhao;5;19
2010;Maranhao;5;273
2011;Maranhao;5;73
2012;Maranhao;5;286
2013;Maranhao;5;100
2014;Maranhao;5;148
2015;Maranhao;5;194
2016;Maranhao;5;206
2017;Maranhao;5;142
1998;Maranhao;6;78
1999;Maranhao;6;32
2000;Maranhao;6;94
2001;Maranhao;6;100
2002;Maranhao;6;230
2003;Maranhao;6;338
2004;Maranhao;6;706
2005;Maranhao;6;529
2006;Maranhao;6;131
2007;Maranhao;6;515
2008;Maranhao;6;235
2009;Maranhao;6;279
2010;Maranhao;6;494
2011;Maranhao;6;602
2012;Maranhao;6;915
2013;Maranhao;6;498
2014;Maranhao;6;812
2015;Maranhao;6;887
2016;Maranhao;6;709
2017;Maranhao;6;885
1998;Maranhao;7;274
1999;Maranhao;7;258
2000;Maranhao;7;233
2001;Maranhao;7;549
2002;Maranhao;7;1.271
2003;Maranhao;7;1.103
2004;Maranhao;7;1.366
2005;Maranhao;7;1.152
2006;Maranhao;7;512
2007;Maranhao;7;1.205
2008;Maranhao;7;502
2009;Maranhao;7;972
2010;Maranhao;7;2.323
2011;Maranhao;7;1.024
2012;Maranhao;7;3.548
2013;Maranhao;7;1.111
2014;Maranhao;7;2.068
2015;Maranhao;7;1.642
2016;Maranhao;7;2.096
2017;Maranhao;7;2.521
1998;Maranhao;8;1.176
1999;Maranhao;8;895
2000;Maranhao;8;839
2001;Maranhao;8;2.037
2002;Maranhao;8;3.481
2003;Maranhao;8;2.023
2004;Maranhao;8;1.889
2005;Maranhao;8;2.239
2006;Maranhao;8;1.382
2007;Maranhao;8;8.409
2008;Maranhao;8;713
2009;Maranhao;8;1.766
2010;Maranhao;8;6.353
2011;Maranhao;8;2.138
2012;Maranhao;8;10.395
2013;Maranhao;8;2.098
2014;Maranhao;8;5.592
2015;Maranhao;8;5.428
2016;Maranhao;8;3.723
2017;Maranhao;8;3.875
1998;Maranhao;9;3.935
1999;Maranhao;9;1.739
2000;Maranhao;9;1.365
2001;Maranhao;9;4.618
2002;Maranhao;9;3.181
2003;Maranhao;9;5.878
2004;Maranhao;9;4.673
2005;Maranhao;9;6.292
2006;Maranhao;9;2.907
2007;Maranhao;9;8.524
2008;Maranhao;9;2.761
2009;Maranhao;9;2.404
2010;Maranhao;9;9.795
2011;Maranhao;9;4.632
2012;Maranhao;9;7.626
2013;Maranhao;9;3.88
2014;Maranhao;9;4.373
2015;Maranhao;9;6.423
2016;Maranhao;9;3.166
2017;Maranhao;9;14.825
1998;Maranhao;10;5.137
1999;Maranhao;10;3.208
2000;Maranhao;10;2.654
2001;Maranhao;10;6.661
2002;Maranhao;10;5.182
2003;Maranhao;10;6.085
2004;Maranhao;10;3.604
2005;Maranhao;10;6.472
2006;Maranhao;10;3.024
2007;Maranhao;10;4.772
2008;Maranhao;10;3.498
2009;Maranhao;10;1.861
2010;Maranhao;10;3.228
2011;Maranhao;10;2.404
2012;Maranhao;10;5
2013;Maranhao;10;2.918
2014;Maranhao;10;5.812
2015;Maranhao;10;6.746
2016;Maranhao;10;5.351
2017;Maranhao;10;6.011
1998;Maranhao;11;2.237
1999;Maranhao;11;1.494
2000;Maranhao;11;2.267
2001;Maranhao;11;3.525
2002;Maranhao;11;5.83
2003;Maranhao;11;4.929
2004;Maranhao;11;6.398
2005;Maranhao;11;4.769
2006;Maranhao;11;2.004
2007;Maranhao;11;2.297
2008;Maranhao;11;2.331
2009;Maranhao;11;5
2010;Maranhao;11;4.005
2011;Maranhao;11;2.261
2012;Maranhao;11;2.01
2013;Maranhao;11;2.529
2014;Maranhao;11;3.869
2015;Maranhao;11;4.35
2016;Maranhao;11;3.982
2017;Maranhao;11;2.3
1998;Maranhao;12;1.399
1999;Maranhao;12;1.001
2000;Maranhao;12;1.461
2001;Maranhao;12;1.296
2002;Maranhao;12;2.165
2003;Maranhao;12;2.424
2004;Maranhao;12;3.255
2005;Maranhao;12;1.66
2006;Maranhao;12;1.052
2007;Maranhao;12;800
2008;Maranhao;12;1.101
2009;Maranhao;12;1.768
2010;Maranhao;12;1.803
2011;Maranhao;12;1.629
2012;Maranhao;12;1.296
2013;Maranhao;12;2.692
2014;Maranhao;12;2.4
2015;Maranhao;12;3.706
2016;Maranhao;12;1.577
1998;Mato Grosso;1;0
1999;Mato Grosso;1;39
2000;Mato Grosso;1;44
2001;Mato Grosso;1;44
2002;Mato Grosso;1;172
2003;Mato Grosso;1;896
2004;Mato Grosso;1;301
2005;Mato Grosso;1;438
2006;Mato Grosso;1;947
2007;Mato Grosso;1;476
2008;Mato Grosso;1;245
2009;Mato Grosso;1;527
2010;Mato Grosso;1;298
2011;Mato Grosso;1;171
2012;Mato Grosso;1;166
2013;Mato Grosso;1;269
2014;Mato Grosso;1;315
2015;Mato Grosso;1;960
2016;Mato Grosso;1;374
2017;Mato Grosso;1;482
1998;Mato Grosso;2;0
1999;Mato Grosso;2;28
2000;Mato Grosso;2;35
2001;Mato Grosso;2;54
2002;Mato Grosso;2;22
2003;Mato Grosso;2;592
2004;Mato Grosso;2;272
2005;Mato Grosso;2;871
2006;Mato Grosso;2;383
2007;Mato Grosso;2;213
2008;Mato Grosso;2;180
2009;Mato Grosso;2;248
2010;Mato Grosso;2;431
2011;Mato Grosso;2;119
2012;Mato Grosso;2;193
2013;Mato Grosso;2;375
2014;Mato Grosso;2;199
2015;Mato Grosso;2;542
2016;Mato Grosso;2;1.05
2017;Mato Grosso;2;337
1998;Mato Grosso;3;0
1999;Mato Grosso;3;18
2000;Mato Grosso;3;60
2001;Mato Grosso;3;24
2002;Mato Grosso;3;103
2003;Mato Grosso;3;554
2004;Mato Grosso;3;743
2005;Mato Grosso;3;362
2006;Mato Grosso;3;448
2007;Mato Grosso;3;476
2008;Mato Grosso;3;180
2009;Mato Grosso;3;325
2010;Mato Grosso;3;605
2011;Mato Grosso;3;252
2012;Mato Grosso;3;423
2013;Mato Grosso;3;563
2014;Mato Grosso;3;655
2015;Mato Grosso;3;705
2016;Mato Grosso;3;1.085
2017;Mato Grosso;3;719
1998;Mato Grosso;4;0
1999;Mato Grosso;4;76
2000;Mato Grosso;4;59
2001;Mato Grosso;4;309
2002;Mato Grosso;4;641
2003;Mato Grosso;4;903
2004;Mato Grosso;4;441
2005;Mato Grosso;4;372
2006;Mato Grosso;4;161
2007;Mato Grosso;4;79
2008;Mato Grosso;4;274
2009;Mato Grosso;4;169
2010;Mato Grosso;4;769
2011;Mato Grosso;4;345
2012;Mato Grosso;4;521
2013;Mato Grosso;4;338
2014;Mato Grosso;4;859
2015;Mato Grosso;4;947
2016;Mato Grosso;4;1.77
2017;Mato Grosso;4;606
1998;Mato Grosso;5;0
1999;Mato Grosso;5;731
2000;Mato Grosso;5;1.194
2001;Mato Grosso;5;1.193
2002;Mato Grosso;5;2.528
2003;Mato Grosso;5;942
2004;Mato Grosso;5;2.413
2005;Mato Grosso;5;1.641
2006;Mato Grosso;5;269
2007;Mato Grosso;5;359
2008;Mato Grosso;5;119
2009;Mato Grosso;5;516
2010;Mato Grosso;5;1.313
2011;Mato Grosso;5;547
2012;Mato Grosso;5;812
2013;Mato Grosso;5;739
2014;Mato Grosso;5;933
2015;Mato Grosso;5;541
2016;Mato Grosso;5;1.081
2017;Mato Grosso;5;845
1998;Mato Grosso;6;2.201
1999;Mato Grosso;6;2.201
2000;Mato Grosso;6;4.358
2001;Mato Grosso;6;6.665
2002;Mato Grosso;6;7.878
2003;Mato Grosso;6;4.313
2004;Mato Grosso;6;9.813
2005;Mato Grosso;6;2.294
2006;Mato Grosso;6;856
2007;Mato Grosso;6;1.339
2008;Mato Grosso;6;403
2009;Mato Grosso;6;979
2010;Mato Grosso;6;1.025
2011;Mato Grosso;6;974
2012;Mato Grosso;6;1.651
2013;Mato Grosso;6;1.213
2014;Mato Grosso;6;1.795
2015;Mato Grosso;6;1.402
2016;Mato Grosso;6;1.417
2017;Mato Grosso;6;2.041
1998;Mato Grosso;7;3.712
1999;Mato Grosso;7;3.926
2000;Mato Grosso;7;1.338
2001;Mato Grosso;7;1.555
2002;Mato Grosso;7;5.661
2003;Mato Grosso;7;5.435
2004;Mato Grosso;7;11.517
2005;Mato Grosso;7;4.172
2006;Mato Grosso;7;1.941
2007;Mato Grosso;7;1.79
2008;Mato Grosso;7;1.117
2009;Mato Grosso;7;1.613
2010;Mato Grosso;7;3.442
2011;Mato Grosso;7;1.061
2012;Mato Grosso;7;2.008
2013;Mato Grosso;7;1.63
2014;Mato Grosso;7;2.255
2015;Mato Grosso;7;1.533
2016;Mato Grosso;7;3.495
2017;Mato Grosso;7;2.79
1998;Mato Grosso;8;15.406
1999;Mato Grosso;8;18.566
2000;Mato Grosso;8;6.063
2001;Mato Grosso;8;7.762
2002;Mato Grosso;8;14.086
2003;Mato Grosso;8;11.132
2004;Mato Grosso;8;13.603
2005;Mato Grosso;8;11.57
2006;Mato Grosso;8;6.218
2007;Mato Grosso;8;14.453
2008;Mato Grosso;8;2.875
2009;Mato Grosso;8;2.25
2010;Mato Grosso;8;14.608
2011;Mato Grosso;8;2.628
2012;Mato Grosso;8;6.195
2013;Mato Grosso;8;3.568
2014;Mato Grosso;8;7.167
2015;Mato Grosso;8;5.112
2016;Mato Grosso;8;6.228
2017;Mato Grosso;8;6.229
1998;Mato Grosso;9;10.363
1999;Mato Grosso;9;11.729
2000;Mato Grosso;9;6.251
2001;Mato Grosso;9;8.49
2002;Mato Grosso;9;11.034
2003;Mato Grosso;9;15.79
2004;Mato Grosso;9;24.994
2005;Mato Grosso;9;20.551
2006;Mato Grosso;9;12.661
2007;Mato Grosso;9;25.963
2008;Mato Grosso;9;7.965
2009;Mato Grosso;9;3.129
2010;Mato Grosso;9;18.366
2011;Mato Grosso;9;6.332
2012;Mato Grosso;9;10.344
2013;Mato Grosso;9;5.576
2014;Mato Grosso;9;7.081
2015;Mato Grosso;9;11.068
2016;Mato Grosso;9;8.98
2017;Mato Grosso;9;23.945
1998;Mato Grosso;10;2.707
1999;Mato Grosso;10;6.109
2000;Mato Grosso;10;6.062
2001;Mato Grosso;10;6.543
2002;Mato Grosso;10;9.375
2003;Mato Grosso;10;5.341
2004;Mato Grosso;10;9.295
2005;Mato Grosso;10;7.765
2006;Mato Grosso;10;2.327
2007;Mato Grosso;10;4.89
2008;Mato Grosso;10;6.326
2009;Mato Grosso;10;2.579
2010;Mato Grosso;10;4.465
2011;Mato Grosso;10;2.01
2012;Mato Grosso;10;2.837
2013;Mato Grosso;10;1.986
2014;Mato Grosso;10;5.281
2015;Mato Grosso;10;6.49
2016;Mato Grosso;10;2.749
2017;Mato Grosso;10;4.8
1998;Mato Grosso;11;182
1999;Mato Grosso;11;842
2000;Mato Grosso;11;502
2001;Mato Grosso;11;373
2002;Mato Grosso;11;2.905
2003;Mato Grosso;11;2.097
2004;Mato Grosso;11;2.405
2005;Mato Grosso;11;1.368
2006;Mato Grosso;11;1.031
2007;Mato Grosso;11;299
2008;Mato Grosso;11;190
2009;Mato Grosso;11;588
2010;Mato Grosso;11;768
2011;Mato Grosso;11;1.103
2012;Mato Grosso;11;375
2013;Mato Grosso;11;1.064
2014;Mato Grosso;11;1.018
2015;Mato Grosso;11;1.93
2016;Mato Grosso;11;918
2017;Mato Grosso;11;813
1998;Mato Grosso;12;76
1999;Mato Grosso;12;47
2000;Mato Grosso;12;98
2001;Mato Grosso;12;37
2002;Mato Grosso;12;1.157
2003;Mato Grosso;12;1.622
2004;Mato Grosso;12;1.217
2005;Mato Grosso;12;246
2006;Mato Grosso;12;23
2007;Mato Grosso;12;81
2008;Mato Grosso;12;159
2009;Mato Grosso;12;171
2010;Mato Grosso;12;846
2011;Mato Grosso;12;431
2012;Mato Grosso;12;492
2013;Mato Grosso;12;447
2014;Mato Grosso;12;466
2015;Mato Grosso;12;1.777
2016;Mato Grosso;12;425
1998;Mato Grosso;1;0
1999;Mato Grosso;1;239
2000;Mato Grosso;1;326
2001;Mato Grosso;1;97
2002;Mato Grosso;1;304
2003;Mato Grosso;1;182
2004;Mato Grosso;1;258
2005;Mato Grosso;1;59
2006;Mato Grosso;1;59
2007;Mato Grosso;1;19
2008;Mato Grosso;1;63
2009;Mato Grosso;1;229
2010;Mato Grosso;1;72
2011;Mato Grosso;1;129
2012;Mato Grosso;1;201
2013;Mato Grosso;1;174
2014;Mato Grosso;1;197
2015;Mato Grosso;1;226
2016;Mato Grosso;1;127
2017;Mato Grosso;1;355
1998;Mato Grosso;2;0
1999;Mato Grosso;2;69
2000;Mato Grosso;2;81
2001;Mato Grosso;2;89
2002;Mato Grosso;2;98
2003;Mato Grosso;2;108
2004;Mato Grosso;2;169
2005;Mato Grosso;2;221
2006;Mato Grosso;2;104
2007;Mato Grosso;2;111
2008;Mato Grosso;2;78
2009;Mato Grosso;2;164
2010;Mato Grosso;2;157
2011;Mato Grosso;2;61
2012;Mato Grosso;2;112
2013;Mato Grosso;2;100
2014;Mato Grosso;2;139
2015;Mato Grosso;2;148
2016;Mato Grosso;2;187
2017;Mato Grosso;2;165
1998;Mato Grosso;3;0
1999;Mato Grosso;3;100
2000;Mato Grosso;3;23
2001;Mato Grosso;3;39
2002;Mato Grosso;3;115
2003;Mato Grosso;3;137
2004;Mato Grosso;3;225
2005;Mato Grosso;3;158
2006;Mato Grosso;3;137
2007;Mato Grosso;3;137
2008;Mato Grosso;3;97
2009;Mato Grosso;3;118
2010;Mato Grosso;3;149
2011;Mato Grosso;3;37
2012;Mato Grosso;3;169
2013;Mato Grosso;3;158
2014;Mato Grosso;3;95
2015;Mato Grosso;3;190
2016;Mato Grosso;3;143
2017;Mato Grosso;3;170
1998;Mato Grosso;4;0
1999;Mato Grosso;4;97
2000;Mato Grosso;4;90
2001;Mato Grosso;4;108
2002;Mato Grosso;4;230
2003;Mato Grosso;4;126
2004;Mato Grosso;4;97
2005;Mato Grosso;4;126
2006;Mato Grosso;4;51
2007;Mato Grosso;4;46
2008;Mato Grosso;4;72
2009;Mato Grosso;4;291
2010;Mato Grosso;4;136
2011;Mato Grosso;4;23
2012;Mato Grosso;4;97
2013;Mato Grosso;4;78
2014;Mato Grosso;4;129
2015;Mato Grosso;4;65
2016;Mato Grosso;4;161
2017;Mato Grosso;4;59
1998;Mato Grosso;5;0
1999;Mato Grosso;5;206
2000;Mato Grosso;5;127
2001;Mato Grosso;5;112
2002;Mato Grosso;5;88
2003;Mato Grosso;5;74
2004;Mato Grosso;5;25
2005;Mato Grosso;5;328
2006;Mato Grosso;5;99
2007;Mato Grosso;5;62
2008;Mato Grosso;5;34
2009;Mato Grosso;5;927
2010;Mato Grosso;5;105
2011;Mato Grosso;5;81
2012;Mato Grosso;5;157
2013;Mato Grosso;5;72
2014;Mato Grosso;5;70
2015;Mato Grosso;5;58
2016;Mato Grosso;5;97
2017;Mato Grosso;5;72
1998;Mato Grosso;6;82
1999;Mato Grosso;6;127
2000;Mato Grosso;6;157
2001;Mato Grosso;6;249
2002;Mato Grosso;6;517
2003;Mato Grosso;6;170
2004;Mato Grosso;6;394
2005;Mato Grosso;6;439
2006;Mato Grosso;6;89
2007;Mato Grosso;6;141
2008;Mato Grosso;6;24
2009;Mato Grosso;6;376
2010;Mato Grosso;6;149
2011;Mato Grosso;6;104
2012;Mato Grosso;6;96
2013;Mato Grosso;6;35
2014;Mato Grosso;6;84
2015;Mato Grosso;6;299
2016;Mato Grosso;6;120
2017;Mato Grosso;6;175
1998;Mato Grosso;7;360
1999;Mato Grosso;7;1.297
2000;Mato Grosso;7;160
2001;Mato Grosso;7;591
2002;Mato Grosso;7;935
2003;Mato Grosso;7;182
2004;Mato Grosso;7;529
2005;Mato Grosso;7;859
2006;Mato Grosso;7;289
2007;Mato Grosso;7;197
2008;Mato Grosso;7;116
2009;Mato Grosso;7;354
2010;Mato Grosso;7;589
2011;Mato Grosso;7;250
2012;Mato Grosso;7;538
2013;Mato Grosso;7;201
2014;Mato Grosso;7;193
2015;Mato Grosso;7;371
2016;Mato Grosso;7;687
2017;Mato Grosso;7;1.05
1998;Mato Grosso;8;228
1999;Mato Grosso;8;4.355
2000;Mato Grosso;8;530
2001;Mato Grosso;8;2.484
2002;Mato Grosso;8;3.984
2003;Mato Grosso;8;953
2004;Mato Grosso;8;1.408
2005;Mato Grosso;8;4.484
2006;Mato Grosso;8;1.129
2007;Mato Grosso;8;1.823
2008;Mato Grosso;8;456
2009;Mato Grosso;8;816
2010;Mato Grosso;8;1.721
2011;Mato Grosso;8;552
2012;Mato Grosso;8;2.951
2013;Mato Grosso;8;677
2014;Mato Grosso;8;312
2015;Mato Grosso;8;1.293
2016;Mato Grosso;8;1.481
2017;Mato Grosso;8;1.488
1998;Mato Grosso;9;457
1999;Mato Grosso;9;2.969
2000;Mato Grosso;9;510
2001;Mato Grosso;9;1.383
2002;Mato Grosso;9;2.252
2003;Mato Grosso;9;1.124
2004;Mato Grosso;9;2.511
2005;Mato Grosso;9;1.87
2006;Mato Grosso;9;1.078
2007;Mato Grosso;9;4.446
2008;Mato Grosso;9;1.62
2009;Mato Grosso;9;1.146
2010;Mato Grosso;9;1.505
2011;Mato Grosso;9;1.072
2012;Mato Grosso;9;2.264
2013;Mato Grosso;9;1.074
2014;Mato Grosso;9;365
2015;Mato Grosso;9;1.482
2016;Mato Grosso;9;2.383
2017;Mato Grosso;9;2.984
1998;Mato Grosso;10;576
1999;Mato Grosso;10;2.053
2000;Mato Grosso;10;657
2001;Mato Grosso;10;563
2002;Mato Grosso;10;2.173
2003;Mato Grosso;10;541
2004;Mato Grosso;10;960
2005;Mato Grosso;10;647
2006;Mato Grosso;10;244
2007;Mato Grosso;10;668
2008;Mato Grosso;10;432
2009;Mato Grosso;10;854
2010;Mato Grosso;10;597
2011;Mato Grosso;10;276
2012;Mato Grosso;10;652
2013;Mato Grosso;10;378
2014;Mato Grosso;10;581
2015;Mato Grosso;10;507
2016;Mato Grosso;10;1.2
2017;Mato Grosso;10;685
1998;Mato Grosso;11;306
1999;Mato Grosso;11;1.194
2000;Mato Grosso;11;274
2001;Mato Grosso;11;220
2002;Mato Grosso;11;1.47
2003;Mato Grosso;11;380
2004;Mato Grosso;11;208
2005;Mato Grosso;11;159
2006;Mato Grosso;11;83
2007;Mato Grosso;11;82
2008;Mato Grosso;11;50
2009;Mato Grosso;11;439
2010;Mato Grosso;11;259
2011;Mato Grosso;11;445
2012;Mato Grosso;11;115
2013;Mato Grosso;11;423
2014;Mato Grosso;11;190
2015;Mato Grosso;11;276
2016;Mato Grosso;11;258
2017;Mato Grosso;11;133
1998;Mato Grosso;12;100
1999;Mato Grosso;12;306
2000;Mato Grosso;12;139
2001;Mato Grosso;12;143
2002;Mato Grosso;12;376
2003;Mato Grosso;12;153
2004;Mato Grosso;12;110
2005;Mato Grosso;12;46
2006;Mato Grosso;12;18
2007;Mato Grosso;12;15
2008;Mato Grosso;12;208
2009;Mato Grosso;12;87
2010;Mato Grosso;12;276
2011;Mato Grosso;12;577
2012;Mato Grosso;12;194
2013;Mato Grosso;12;195
2014;Mato Grosso;12;84
2015;Mato Grosso;12;394
2016;Mato Grosso;12;123
1998;Minas Gerais;1;0
1999;Minas Gerais;1;36
2000;Minas Gerais;1;24
2001;Minas Gerais;1;18
2002;Minas Gerais;1;29
2003;Minas Gerais;1;37
2004;Minas Gerais;1;22
2005;Minas Gerais;1;28
2006;Minas Gerais;1;109
2007;Minas Gerais;1;91
2008;Minas Gerais;1;85
2009;Minas Gerais;1;74
2010;Minas Gerais;1;118
2011;Minas Gerais;1;61
2012;Minas Gerais;1;75
2013;Minas Gerais;1;75
2014;Minas Gerais;1;133
2015;Minas Gerais;1;147
2016;Minas Gerais;1;61
2017;Minas Gerais;1;106
1998;Minas Gerais;2;0
1999;Minas Gerais;2;112
2000;Minas Gerais;2;20
2001;Minas Gerais;2;39
2002;Minas Gerais;2;62
2003;Minas Gerais;2;126
2004;Minas Gerais;2;29
2005;Minas Gerais;2;79
2006;Minas Gerais;2;96
2007;Minas Gerais;2;71
2008;Minas Gerais;2;59
2009;Minas Gerais;2;74
2010;Minas Gerais;2;155
2011;Minas Gerais;2;111
2012;Minas Gerais;2;123
2013;Minas Gerais;2;143
2014;Minas Gerais;2;157
2015;Minas Gerais;2;84
2016;Minas Gerais;2;207
2017;Minas Gerais;2;61
1998;Minas Gerais;3;0
1999;Minas Gerais;3;13
2000;Minas Gerais;3;24
2001;Minas Gerais;3;13
2002;Minas Gerais;3;62
2003;Minas Gerais;3;81
2004;Minas Gerais;3;81
2005;Minas Gerais;3;107
2006;Minas Gerais;3;69
2007;Minas Gerais;3;155
2008;Minas Gerais;3;61
2009;Minas Gerais;3;106
2010;Minas Gerais;3;109
2011;Minas Gerais;3;67
2012;Minas Gerais;3;152
2013;Minas Gerais;3;110
2014;Minas Gerais;3;77
2015;Minas Gerais;3;80
2016;Minas Gerais;3;123
2017;Minas Gerais;3;105
1998;Minas Gerais;4;0
1999;Minas Gerais;4;27
2000;Minas Gerais;4;49
2001;Minas Gerais;4;60
2002;Minas Gerais;4;99
2003;Minas Gerais;4;215
2004;Minas Gerais;4;48
2005;Minas Gerais;4;89
2006;Minas Gerais;4;50
2007;Minas Gerais;4;35
2008;Minas Gerais;4;113
2009;Minas Gerais;4;26
2010;Minas Gerais;4;112
2011;Minas Gerais;4;66
2012;Minas Gerais;4;180
2013;Minas Gerais;4;61
2014;Minas Gerais;4;161
2015;Minas Gerais;4;109
2016;Minas Gerais;4;172
2017;Minas Gerais;4;69
1998;Minas Gerais;5;0
1999;Minas Gerais;5;51
2000;Minas Gerais;5;67
2001;Minas Gerais;5;83
2002;Minas Gerais;5;98
2003;Minas Gerais;5;75
2004;Minas Gerais;5;79
2005;Minas Gerais;5;134
2006;Minas Gerais;5;62
2007;Minas Gerais;5;124
2008;Minas Gerais;5;50
2009;Minas Gerais;5;128
2010;Minas Gerais;5;179
2011;Minas Gerais;5;151
2012;Minas Gerais;5;144
2013;Minas Gerais;5;150
2014;Minas Gerais;5;224
2015;Minas Gerais;5;114
2016;Minas Gerais;5;186
2017;Minas Gerais;5;125
1998;Minas Gerais;6;70
1999;Minas Gerais;6;132
2000;Minas Gerais;6;135
2001;Minas Gerais;6;166
2002;Minas Gerais;6;207
